route_distance_km
3.6124
2.0958
1.9441
2.2929
3.5144
2.9621
2.0958
2.4992
3.6237
2.8883
3.0815
2.2323000000000004
2.8692
1.9829
2.4061
3.6227
1.9156
2.5785
2.0581
2.0422
2.3522
2.8872
1.9212
2.0821
2.1233
2.8526
1.9729
1.3882
1.7266
1.7935
1.2860999999999998
0.9017
1.2758
1.569
1.189
1.6207
1.4096
1.9687
1.0341
1.7899
1.3575
1.7844
2.3368
1.8114
1.0317
2.4817
1.439
1.5631
1.2769
1.1135
1.7964
0.9008
1.9163
0.8887999999999999
1.2362
1.4289
1.1634
1.2758
0.537
0.5217
2.3308
2.3308
2.0745
1.309
1.6666
1.1135
0.7649
2.322
1.6005
0.6662
1.9193
0.9004
0.2885
1.9467
0.7221000000000001
1.6208
1.3482
1.2967
2.0127
1.5946
1.9031
2.2521
1.7084
2.2678000000000003
0.8605
1.8988
1.9031
2.2858
0.5726
1.5736
0.9787
1.7907
0.8301000000000001
1.8845
2.981
2.2369
1.3799
1.2277
2.7308000000000003
1.766
1.8466
1.9254
1.8807
1.8807
1.9031
1.0281
2.2521
1.7834
1.6388
1.8541
1.7586
1.7048
2.3332
2.1185
1.7187
3.4551
2.4142
2.4841
2.9351
2.4841
2.4841
2.2765
2.4841
2.3459
2.6539
2.5045
2.0516
2.6176
2.3641
1.4711
0.959
0.9243
0.2981
0.4189
1.7361
1.0434
0.6523
0.8927999999999999
1.7349
0.7567
1.0079
1.1623
0.8927999999999999
0.2981
0.5091
0.6386000000000001
0.9243
0.8498
0.8498
1.2709
0.8759
0.603
0.8432999999999999
0.6386000000000001
0.4637
0.6812999999999999
1.4885
0.1315
0.6395
0.97
0.8824
0.5732999999999999
1.5018
0.603
0.9243
0.407
0.9007000000000001
0.8418
0.8824
0.4637
0.2418
0.7469
0.959
1.5983
1.429
1.7292
1.1846
0.8493999999999999
0.4851
1.591
1.7464000000000002
0.511
1.5504
1.2238
0.6617000000000001
0.4042
0.9811
1.1728
0.7036
1.0700999999999998
1.1145
0.7857000000000001
1.1257
1.0700999999999998
1.1257
1.2042
1.0700999999999998
1.0405
0.7857000000000001
1.1544
1.1728
0.4042
0.7036
0.7036
0.7857000000000001
0.1316999999999999
0.3683
0.9795
0.8149
0.9692
1.7478
2.0347
1.5672
1.7112
1.2753
1.2886
1.3014
1.0929
2.1373
1.4997
1.5113
1.5032
0.3848999999999999
1.2753
2.0001
1.5113
1.8086
1.1252
1.2192
1.7112
1.3441
1.3014
1.5319
1.6689
2.1375
0.499
1.016
1.2753
1.6632
1.6632
1.6492
0.7399
2.0252
0.7247
1.3441
1.7453
1.3441
1.7546
1.7746
2.1375
0.8095
1.6632
0.9843
0.794
1.5251
0.1336999999999999
1.5880999999999998
0.6771
0.7185
0.9843
1.6689
1.7546
1.6167
1.9155
0.7967000000000001
1.1926
0.7177
0.7467
0.8365
0.2653999999999999
0.464
0.9906
0.523
0.4427
0.8365
0.6325
0.5544
0.0797
0.4961
1.9836
0.4958
1.0620999999999998
0.379
0.5507000000000001
0.379
0.0797
0.5227
0.4416
0.8365
0.3712
0.6571
0.4993999999999999
0.0201
0.8095
0.5611
0.8095
0.9076
0.8513999999999999
0.5507000000000001
1.0620999999999998
1.9836
0.8513999999999999
0.4316
0.3286
0.5275
0.7663
0.7918
0.523
0.0797
0.4068
0.4951
0.4012
0.1336999999999999
1.3028
0.613
1.1315
2.504
1.0217
0.7424
1.1536
1.0184
1.2595
1.1551
1.0184
2.4511
1.3006
1.2609
0.613
0.8571
1.0242
1.3195
0.7424
1.7041
1.1382
1.3216
1.2758
0.8217000000000001
1.3195
1.3137
0.7736000000000001
2.6078
1.566
1.3431
1.3431
2.791
1.0699
2.7411
2.3759
0.6644
2.4612
1.7548
2.1696
2.1696
2.1696
2.0292
2.1696
1.7548
2.1696
2.5752
1.7557
1.7419
1.1315
1.7548
1.7548
1.0704
1.051
1.7298
1.9246
2.2307
2.2305
2.1556
1.7353
2.1556
1.755
1.1935
2.2305
1.8452
2.1696
2.5752
2.3177
2.1696
2.1696
2.3177
1.051
2.5752
2.3178
2.5344
2.0036
1.2661
1.6182999999999998
1.798
2.0056
1.42
0.6852999999999999
0.1321999999999999
0.6588999999999999
1.617
1.6392
1.5249
1.9301
1.687
1.9301
0.1785
1.5249
0.1321999999999999
1.9301
2.5423
1.7435
0.0992
1.3178
2.1154
0.5592
0.1517
1.687
0.811
0.8823
1.617
0.756
0.756
0.756
0.1321999999999999
0.3518
0.1517
0.3455
0.9074
0.1517
2.5423
1.3178
2.1154
0.8639
1.6641
1.6641
2.1154
2.223
0.3145
1.5359
1.617
1.5249
1.1465999999999998
1.1465999999999998
2.1334
2.223
1.7049
3.6721
1.6641
0.3286
0.274
0.354
0.354
0.311
0.3926
0.5363
0.3408
0.5055
0.1745
0.5561
0.3634
0.1747
0.376
0.5478999999999999
0.376
0.1067999999999999
0.3491
0.569
0.3157
0.4666
0.2741
0.5119
0.1243
0.4123
0.4123
0.352
0.0965999999999999
0.3491
0.3448
0.6171
0.376
0.1243
0.8151
1.2579
2.0004
0.724
1.4925
1.821
0.8817999999999999
0.8151
0.8453999999999999
1.5258
0.7131000000000001
1.0814
2.2601
0.8453999999999999
1.5677
0.913
1.645
0.9006000000000001
1.5505
0.7157
1.0551
1.1986
1.0456
1.089
1.1554
0.9133
0.8151
0.3959
0.3426
2.005
0.6688
1.1976
1.6849
0.9211
0.9082
1.6132
0.9594
0.9433
0.7219
0.7269
0.4426
2.2291
0.8097000000000001
1.698
0.4437
0.3695
1.3769
1.7175
0.8192
1.698
0.7721
1.4673
1.1810999999999998
1.6091
1.1294000000000002
1.6448
1.3343
1.4150999999999998
1.035
0.5237999999999999
0.9401
1.1015
0.7006
1.7399
2.159
1.3119
2.2219
1.2227
2.1191
1.7615999999999998
2.3718000000000004
0.7067
2.2433
1.6666
2.3993
1.9987
0.773
1.9814
2.3417
0.6486000000000001
1.3917
1.5425
0.4413
2.0968
0.4795
1.1016
2.255
0.625
0.8621
2.8764000000000003
1.5728
2.1193
0.7239
2.5183
0.886
0.5642999999999999
1.097
1.5899
1.7003
2.0033
0.6628
1.192
1.5569000000000002
0.2125
0.3051
3.1176
2.7076
1.0058
1.2329
1.1950999999999998
2.1266
1.6031
1.8774
1.4997
2.2553
0.7145
1.6251
2.3321
2.1266
2.1266
1.8182
1.1418
2.5382
1.8283
2.3259000000000003
1.0602
1.4997
1.4997
0.51
1.159
2.1266
2.3321
2.3321
2.4724
1.1872
1.5408
2.0229
0.7236
2.0163
2.1038
0.6506000000000001
1.8745
1.9109
1.1886
2.0852
1.6803
2.8663000000000003
2.9581
5.429
5.3491
3.4349000000000003
2.6885
3.6679
3.4349000000000003
2.4548
2.9509000000000003
3.9902
3.7787
2.7991
2.5028
4.9937
4.7929
5.429
3.1542
2.9509000000000003
2.4389000000000003
2.3768
3.2784
5.405
3.5734
4.5122
5.429
3.6272
3.1348000000000003
3.3061
2.3092
2.5833000000000004
3.3916
3.0674
3.3787
2.3998000000000004
3.0653
3.2285
4.8735
3.3115
3.6905
1.209
1.209
1.5579
1.209
1.209
1.209
1.7976
2.2961
1.7976
1.358
1.5579
0.9253
2.0055
2.2503
1.7976
1.6644
1.5222
2.0269
