CBD distance(km)
4.9721
4.0862
4.445600000000001
4.797899999999999
5.8848
5.260800000000001
4.0862
6.004899999999999
5.5985
5.4001
6.020899999999999
4.7373
5.3313999999999995
4.7573
5.0041
5.4712
4.5958000000000006
5.3393999999999995
4.8326
4.803100000000001
5.113
5.755
4.682
4.8565
4.8976999999999995
5.3262
7.410399999999999
6.3774
6.980899999999999
6.799600000000001
7.0077
5.890899999999999
6.265
6.4501
7.092
7.0765
6.7293
6.5296
6.9771
7.3599
6.6118999999999994
7.0537
7.9067
7.080100000000001
6.020899999999999
6.1926000000000005
6.6933
7.3666
6.6922
6.1027
7.2522
7.034800000000001
7.4863
5.878
6.9578999999999995
6.8847
7.1064
6.265
7.6058
5.6949
7.9008
7.9008
7.0807
6.2982
6.7997
6.1027
8.2625
6.3523000000000005
7.317
7.2693
7.4893
7.9422
7.796399999999999
7.0813999999999995
7.1786
6.4396
7.1959
7.296399999999999
7.3647
6.85
7.8579
10.5115
10.116299999999999
10.527299999999999
10.355
8.4121
7.8579
10.5453
10.451799999999999
7.8442
10.6317
7.7455
9.932
7.839300000000001
10.3286
10.4963
10.3829
7.969399999999999
10.3995
10.1739
7.8013
9.3454
7.8355
7.8355
7.8579
10.600100000000001
8.36
7.766100000000001
10.2784
10.262
8.8829
8.234399999999999
9.0135
8.511700000000001
8.248299999999999
4.5791
4.0818
4.151800000000001
4.0592
4.151800000000001
4.151800000000001
3.9440999999999997
4.151800000000001
4.0135
4.3216
4.2096
3.7193
4.318
3.8731999999999998
1.3225
1.0497999999999998
1.5378
1.3921
1.2287000000000001
3.1455
1.8615
1.4609
1.4376
3.1443000000000003
1.4854
2.5025
2.4621999999999997
1.4376
1.3921
1.3272
1.4098
1.5378
1.0305
1.0305
2.9386
1.694
1.6814
1.4567999999999999
1.4098
1.7412999999999998
1.9810999999999999
2.9431
1.4314
1.4107
1.8416
0.9732000000000001
1.3445
2.7033
1.6814
1.5378
1.4854
2.2006
1.4553
0.9732000000000001
1.7412999999999998
1.2726
1.565
1.0497999999999998
2.9085
2.9449
3.0881
2.4621999999999997
1.6675
1.2414
2.9012
3.0566999999999998
1.5895
2.561
2.4253
1.9615
1.7041
3.7096
4.6283
4.0706
4.8763000000000005
5.0857
4.152699999999999
4.6753
4.8763000000000005
4.6753
5.0105
4.8763000000000005
3.769
4.152699999999999
4.9607
4.6283
3.5456
4.0706
4.0706
4.152699999999999
2.5808
3.5815
3.708
2.4705
4.4815
0.9964
0.8943
1.2036
0.8947
0.6247999999999999
0.6115
0.6508999999999999
5.9443
2.1273
0.56
0.7847000000000001
